"﻿""証券コード""",CSV略称,正式企業名(和),Qr1略称(和),カナ,正式企業名(英),略称(英),FACTSET業種,旧社名・旧商号,EDINETコード,新証券コード,協会業種,日経業種(小分類),優先市場,配信開始日,売買単位,発行済株式総数,HPアドレス,決算期,配当基準日,決算発表予定日,決算発表履歴,日経業種（中分類）_抽出,上場市場名_抽出,指数採用_抽出
8001,伊藤忠,伊藤忠商事,伊藤忠,ｲﾄｳﾁｭｳｼｮｳｼﾞ,ITOCHU CORP.,ITOCHU,食品卸売業,"日本アクセス
伊藤忠ﾛｼﾞｽﾃｨ
伊藤忠都市開
レリアン
伊藤忠石油開
伊藤忠オイル
伊藤忠商事",E02497,314360000,卸売業,総合商社,東証,データなし,100,"7,924,447,520",http://www.itochu.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 13:00,"1Q: 2025/08/01
2Q: 2025/11/05
3Q: 2025/02/06
通期: 2025/05/02",商社,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
8002,丸　紅,丸紅,丸紅,ﾏﾙﾍﾞﾆ,MARUBENI CORP.,MARBENI,農産物・製粉業,"丸紅ｲﾝﾃｯｸｽ
丸紅インフォテック
丸紅テレコム
関東電子
丸紅",E02498,387760000,卸売業,総合商社,東証,データなし,100,"1,660,758,361",http://www.marubeni.com/jp/,3/末,9/末 3/末,3Q連: 2026/02/04 11:00,"1Q: 2025/08/01
2Q: 2025/11/04
3Q: 2025/02/05
通期: 2025/05/02",商社,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
8005,ｽｸﾛｰﾙ,スクロール,スクロール,ｽｸﾛｰﾙ,SCROLL CORP.,SCROLL,カタログ販売,,E03054,391360000,小売業,その他小売業,東証,データなし,100,"34,629,200",http://www.scroll.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 15:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/05/07",小売業,東証ﾌﾟﾗｲﾑ,
8006,ﾕｱｻﾌﾅ,ユアサ・フナショク,ユアサフナ,ﾕｱｻﾌﾅｼｮｸ,"YUASA FUNASHOKU CO., LTD.",Y-FNSHK,食品卸売業,,E00456,394600000,卸売業,食品商社,東証,データなし,100,"19,590,892",http://www.yuasa-funashoku.com/,3/末,3/末,3Q連: 2026/02/09 15:00,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/07
通期: 2025/05/14",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8007,高　島,高島,高島,ﾀｶｼﾏ,"TAKASHIMA & CO., LTD.",TAKSIMA,卸売業,,E02501,345560000,卸売業,建材商社,東証,データなし,100,"34,377,984",http://www.tak.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 13:00,"1Q: 2025/08/07
2Q: 2025/11/12
3Q: 2025/02/12
通期: 2025/05/13",商社,東証ﾌﾟﾗｲﾑ,
8008,４℃ＨＤ,ヨンドシーホールディングス,４℃ホールデ,ﾖﾝﾄﾞｼｰﾎｰﾙﾃﾞｨﾝｸﾞｽ,YONDOSHI HOLDINGS INC.,YONDOSHI,その他耐久消費財,"ヨンドシーホールディングス
Ｆ＆Ａアクアホールディングス
アスティ
エフ・ディ・シィ・プロダクツ",E02621,311995000,小売業,その他小売業,東証,(00/ 3/ 1),100,"24,331,356",http://www.yondoshi.co.jp/,2/末,8/末 2/末,3Q連: 2026/01/09,"1Q: 2025/07/10
2Q: 2025/10/10
3Q: 2026/01/09
通期: 2025/04/11",小売業,東証ﾌﾟﾗｲﾑ,
8011,三陽商,三陽商会,三陽商,ｻﾝﾖｳｼｮｳｶｲ,SANYO SHOKAI LTD.,SANYOSH,衣料・履物,,E00593,333940000,繊維製品,繊維商社,東証,データなし,100,"10,280,934",http://www.sanyo-shokai.co.jp/,2/末,8/末 2/末,,"1Q: 2025/06/30
2Q: 2025/10/06
3Q: 2025/12/26
通期: 2025/04/14",商社,東証ﾌﾟﾗｲﾑ,
8012,長瀬産,長瀬産業,長瀬産,ﾅｶﾞｾｻﾝｷﾞｮｳ,"NAGASE & CO., LTD.",NAGASE,卸売業,"福井山田化学
長瀬産業",E02552,364780000,卸売業,化学商社,東証,データなし,100,"109,908,285",http://www.nagase.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/05 13:00,"1Q: 2025/08/05
2Q: 2025/11/06
3Q: 2025/02/06
通期: 2025/05/08",商社,東証ﾌﾟﾗｲﾑ,
8013,ナイガイ,ナイガイ,ナイガイ,ﾅｲｶﾞｲ,"NAIGAI CO., LTD.",NAIGAI,衣料・履物,,E00571,364080000,繊維製品,繊維商社,東証,データなし,100,"8,217,281",http://www.naigai.co.jp/,1/末,1/末,,"1Q: 2025/06/13
2Q: 2025/09/12
3Q: 2025/12/12
通期: 2025/03/14",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8014,蝶　理,蝶理,蝶理,ﾁｮｳﾘ,"CHORI CO., LTD.",CHORI,特殊化学,,E02509,352820000,卸売業,繊維商社,東証,データなし,100,"25,303,478",http://www.chori.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 15:00,"1Q: 2025/07/30
2Q: 2025/10/30
3Q: 2025/01/31
通期: 2025/04/28",商社,東証ﾌﾟﾗｲﾑ,
8015,豊通商,豊田通商,豊田通商,ﾄﾖﾀﾂｳｼｮｳ,TOYOTA TSUSHO CORP.,TOY-TSU,卸売業,"福助
ﾄｷﾜｴﾝｼﾞﾆｱﾘﾝｸ
豊通ﾘｻｲｸﾙ
ビスケーホールディングス
トーメン
豊田通商
ビスケー",E02505,363500000,卸売業,機械金属商社,東証,データなし,100,"1,062,169,548",http://www.toyota-tsusho.com,3/末,9/末 3/末,3Q連: 2026/02/03 15:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/04/28",商社,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ,日経平均 JPX日経400 日経300 日経500平均
8016,ｵﾝﾜｰﾄﾞHD,オンワードホールディングス,オンワード,ｵﾝﾜｰﾄﾞﾎｰﾙﾃﾞｨﾝｸﾞｽ,"ONWARD HOLDINGS CO., LTD.",ONWARDHD,衣料・履物,"オンワードホールディングス
オンワード樫山
オーク
チャコット",E02521,320350000,繊維製品,繊維商社,東証,データなし,100,"141,921,669",http://www.onward-hd.co.jp/,2/末,8/末 2/末,3Q連: 2026/01/08,"1Q: 2025/07/03
2Q: 2025/10/02
3Q: 2026/01/08
通期: 2025/04/03",商社,東証ﾌﾟﾗｲﾑ,
8018,三共興,三共生興,三共興,ｻﾝｷｮｳｾｲｺｳ,"SANKYO SEIKO CO., LTD.",SANKYSK,繊維,"三共生興不動
三共生興ﾌｧｯｼ
三共生興",E02534,332800000,卸売業,繊維商社,東証,データなし,100,"46,000,000",http://www.sankyoseiko.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 15:00,"1Q: 2025/08/08
2Q: 2025/11/06
3Q: 2025/02/07
通期: 2025/05/15",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8020,兼  松,兼松,兼松,ｶﾈﾏﾂ,KANEMATSU CORP.,KANEMTU,電気製品設備,"新東亜交易
ﾒﾓﾚｯｸｽ･ﾃﾚｯｸｽ
兼松",E02506,321710000,卸売業,総合商社,東証,データなし,100,"169,000,404",http://www.kanematsu.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/05 15:00,"1Q: 2025/08/01
2Q: 2025/10/31
3Q: 2025/02/07
通期: 2025/05/08",商社,東証ﾌﾟﾗｲﾑ,JPX日経400
8022,ミズノ,美津濃,ミズノ,ﾐｽﾞﾉ,MIZUNO CORP.,MIZUNO,衣料・履物,,E03036,390520000,その他製品,その他製造業,東証,データなし,100,"79,734,729",http://www.mizuno.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 13:00,"1Q: 2025/08/07
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/13",その他製造,東証ﾌﾟﾗｲﾑ,
8023,DAIKOXT,ＤＡＩＫＯ　ＸＴＥＣＨ,ＤＡＩＫＯＸ,ﾀﾞｲｺｳｸﾛｽﾃｯｸ,"DAIKO XTECH, LTD.",DAIKOXT,情報技術サービス,,E02683,348300000,情報・通信業,他サービス業,東証,データなし,100,"13,868,408",https://www.daiko-xtech.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 15:30,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/10
通期: 2025/05/15",サービス,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8025,ツカモト,ツカモトコーポレーション,ツカモト,ﾂｶﾓﾄｺｰﾎﾟﾚｰｼｮﾝ,"TSUKAMOTO CORPORATION CO., LTD.",TUKAMTO,衣料・履物,"ツカモトコーポレーション
ツカモト
市田
塚本商事",E02588,353140000,卸売業,繊維商社,東証,データなし,100,"4,069,747",http://www.tsukamoto.co.jp/,3/末,3/末,3Q連: 2026/02/13 12:00,"1Q: 2025/08/08
2Q: 2025/11/14
3Q: 2025/02/07
通期: 2025/05/15",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8029,ルックHD,ルックホールディングス,ルックＨＤ,ﾙｯｸﾎｰﾙﾃﾞｨﾝｸﾞｽ,LOOK HOLDINGS INC.,LOOKHD,衣料・履物,"ﾚｯｾ･ﾊﾟｯｾ
ルックホールディングス
ルック
レナウンルック",E00604,398100000,繊維製品,繊維商社,東証,データなし,100,"7,796,313",http://www.look-holdings.jp/,12/末,6/末 12/末,本連: 2026/02/13,"1Q: 2025/05/13
2Q: 2025/08/07
3Q: 2025/11/11
通期: 2025/02/14",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8030,中央魚,中央魚類,中央魚,ﾁｭｳｵｳｷﾞｮﾙｲ,"CHUO GYORUI CO., LTD.",CHUOGYO,食品卸売業,"中央小揚
中央魚類",E02566,351460000,卸売業,食品商社,東証,データなし,100,"4,315,300",https://www.chuogyorui.com,3/末,3/末,3Q連: 2026/01/30 16:00,"1Q: 2025/07/31
2Q: 2025/11/13
3Q: 2025/01/31
通期: 2025/05/15",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8031,三井物,三井物産,三井物,ﾐﾂｲﾌﾞｯｻﾝ,"MITSUI & CO., LTD.",MITSUI,総合化学,"三井食品
ﾄﾗｲﾈｯﾄ･ﾛｼﾞ
日本ﾄﾚｰﾃﾞｨﾝｸ
東洋オフィスメーション
三井物産",E02513,389360000,卸売業,総合商社,東証,データなし,100,"2,905,741,576",http://www.mitsui.com/jp/,3/末,9/末 3/末,3Q連: 2026/02/03 12:00,"1Q: 2025/08/01
2Q: 2025/11/05
3Q: 2025/02/04
通期: 2025/05/01",商社,東証ﾌﾟﾗｲﾑ 名証ﾌﾟﾚﾐｱ 福証 札証,日経平均 JPX日経400 日経300 日経500平均
8032,紙パル商,日本紙パルプ商事,紙パル商,ﾆﾎﾝｶﾐﾊﾟﾙﾌﾟｼｮｳｼﾞ,"JAPAN PULP & PAPER CO., LTD.",J.PULP,パルプ・紙,"福田三商
中井紙輸送
ＪＰ総合開発
日本紙パルプ商事",E02510,369400000,卸売業,その他商社,東証,データなし,100,"120,215,510",http://www.kamipa.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/09 13:00,"1Q: 2025/08/07
2Q: 2025/11/06
3Q: 2025/02/10
通期: 2025/05/14",商社,東証ﾌﾟﾗｲﾑ,
8035,東ｴﾚｸ,東京エレクトロン,東エレク,ﾄｳｷｮｳｴﾚｸﾄﾛﾝ,TOKYO ELECTRON LTD.,TKOELCN,産業機械,,E02652,357140000,電気機器,他電気機器,東証,データなし,100,"471,632,733",https://www.tel.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 16:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/02/06
通期: 2025/04/30",電気機器,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
8037,カメイ,カメイ,カメイ,ｶﾒｲ,KAMEI CORP.,KAMEI,卸売業,,E02682,321940000,卸売業,その他商社,東証,データなし,100,"32,991,969",http://www.kamei.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 15:00,"1Q: 2025/08/07
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/13",商社,東証ﾌﾟﾗｲﾑ,
8039,築地魚,築地魚市場,築地魚,ﾂｷｼﾞｳｵｲﾁﾊﾞ,"TSUKIJI UOICHIBA CO., LTD.",TSUKIJI,食品卸売業,,E02571,353260000,卸売業,食品商社,東証,データなし,100,"2,253,520",http://www.tsukiji-uoichiba.co.jp,3/末,3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/12
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/13",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8040,東ｿﾜｰﾙ,東京ソワール,東ソワール,ﾄｳｷｮｳｿﾜｰﾙ,"TOKYO SOIR CO., LTD.",TOKSOIR,衣料・履物,,E02679,358220000,繊維製品,繊維商社,東証,データなし,100,"3,860,000",http://www.soir.co.jp/,12/末,6/末 12/末,本連: 2026/02/13 15:00,"1Q: 2025/05/14
2Q: 2025/08/07
3Q: 2025/11/14
通期: 2025/02/14",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8041,OUG HD,ＯＵＧホールディングス,ＯＵＧＨＤ,ｵｰﾕｰｼﾞｰﾎｰﾙﾃﾞｨﾝｸﾞｽ,OUG HOLDINGS INC.,OUG HD,食品卸売業,"ショクリュー
ＯＵＧホールディングス
和歌山魚類
大阪魚市場
大栄太源",E02530,318000000,卸売業,食品商社,東証,(13/ 7/16),100,"5,562,292",http://www.oug.co.jp,3/末,9/末 3/末,3Q連: 2026/02/12 15:00,"1Q: 2025/08/12
2Q: 2025/11/11
3Q: 2025/02/13
通期: 2025/05/13",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8043,ｽﾀｰｾﾞﾝ,スターゼン,スターゼン,ｽﾀｰｾﾞﾝ,"STARZEN CO., LTD.",STARZEN,食肉・魚・乳製品,"ローマイヤ
スターゼン
ゼンチク
エルエムフーズ",E02574,339910000,卸売業,食品商社,東証,データなし,100,"58,567,656",http://www.starzen.co.jp/,3/末,3/末,3Q連: 2026/02/12 14:00,"1Q: 2025/08/14
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/09",商社,東証ﾌﾟﾗｲﾑ,
8045,横丸魚,横浜丸魚,浜丸魚,ﾖｺﾊﾏﾏﾙｳｵ,"YOKOHAMA MARUUO CO., LTD.",YKHA-MR,食品卸売業,"川崎丸魚
横浜丸魚",E02615,395660000,卸売業,食品商社,東証,(13/ 7/16),100,"7,261,706",http://www.yokohama-maruuo.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/05 15:00,"1Q: 2025/08/05
2Q: 2025/11/06
3Q: 2025/02/06
通期: 2025/05/13",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8046,丸藤パ,丸藤シートパイル,丸藤パ,ﾏﾙﾌｼﾞｼｰﾄﾊﾟｲﾙ,"MARUFUJI SHEET PILING CO., LTD.",MARFUJI,卸売業,,E02616,387720000,卸売業,建材商社,東証,データなし,100,"4,000,000",http://www.mrfj.co.jp,3/末,9/末 3/末,3Q連: 2026/01/30 13:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/05/14",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8050,ｾｲｺｰG,セイコーグループ,セイコーＧ,ｾｲｺｰｸﾞﾙｰﾌﾟ,SEIKO GROUP CORP.,SEIKO G,その他耐久消費財,"セイコーグループ
白河ｴｽﾃｰﾄ
京橋起業
ｾｲｺｰｲﾝｽﾂﾙ
セイコーホールディングス
セイコー
服部セイコ－",E02280,341470000,精密機器,時計,東証,データなし,100,"41,404,261",http://www.seiko.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 15:00,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/12
通期: 2025/05/13",精密機器,東証ﾌﾟﾗｲﾑ,
8051,山　善,山善,山善,ﾔﾏｾﾞﾝ,YAMAZEN CORP.,YAMAZEN,卸売業,"東邦工業
山善",E02560,393680000,卸売業,機械金属商社,東証,データなし,100,"95,305,435",http://www.yamazen.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/12 14:00,"1Q: 2025/08/08
2Q: 2025/11/12
3Q: 2025/02/13
通期: 2025/05/14",商社,東証ﾌﾟﾗｲﾑ,
8052,椿本興,椿本興業,椿本興,ﾂﾊﾞｷﾓﾄｺｳｷﾞｮｳ,"TSUBAKIMOTO KOGYO CO., LTD.",TUBA-KO,産業機械,,E02572,353460000,卸売業,機械金属商社,東証,データなし,100,"19,493,907",http://www.tsubaki.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 16:00,"1Q: 2025/07/25
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/05/08",商社,東証ﾌﾟﾗｲﾑ,
8053,住友商,住友商事,住友商,ｽﾐﾄﾓｼｮｳｼﾞ,SUMITOMO CORP.,SMITOMO,卸売業,"キリウ
住商特殊鋼
SCﾒﾃﾞｨｱｺﾑ
住商リース
住商メタレックス
日本カタン
日東バイオン
住商オートリース
住友商事",E02528,340460000,卸売業,総合商社,東証,データなし,100,"1,211,426,667",http://www.sumitomocorp.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04 13:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/02/04
通期: 2025/05/01",商社,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
8056,BIPROGY,ＢＩＰＲＯＧＹ,ビプロジー,ﾋﾞﾌﾟﾛｼﾞｰ,BIPROGY INC.,BIPROGY,電化製品卸売業,"ＢＩＰＲＯＧＹ
ネットマークス
日本ユニシス",E02611,375420000,情報・通信業,他サービス業,東証,データなし,100,"100,663,524",https://www.biprogy.com/,3/末,9/末 3/末,3Q連: 2026/02/04 15:00,"1Q: 2025/07/31
2Q: 2025/11/05
3Q: 2025/02/04
通期: 2025/04/30",サービス,東証ﾌﾟﾗｲﾑ,JPX日経400 日経300 日経500平均
8057,内田洋,内田洋行,内田洋,ｳﾁﾀﾞﾖｳｺｳ,"UCHIDA YOKO CO., LTD.",UTIDA Y,産業機械,内田洋行,E02515,315720000,卸売業,機械金属商社,東証,データなし,100,"10,419,371",http://www.uchida.co.jp/,7/20,7/20,,"1Q: 2025/12/03
2Q: 2025/03/04
3Q: 2025/06/02
通期: 2025/09/02",商社,東証ﾌﾟﾗｲﾑ,
8058,三菱商,三菱商事,三菱商,ﾐﾂﾋﾞｼｼｮｳｼﾞ,MITSUBISHI CORP.,MITBISI,卸売業,"金商
金商又一
三菱商事",E02529,389840000,卸売業,総合商社,東証,データなし,100,"4,028,926,353",http://www.mitsubishicorp.com,3/末,9/末 3/末,3Q連: 2026/02/05 14:00,"1Q: 2025/08/04
2Q: 2025/11/04
3Q: 2025/02/06
通期: 2025/05/02",商社,東証ﾌﾟﾗｲﾑ,日経平均 JPX日経400 日経300 日経500平均
8059,第一実,第一実業,第一実,ﾀﾞｲｲﾁｼﾞﾂｷﾞｮｳ,"DAIICHI JITSUGYO CO., LTD.",1-JITUG,電化製品卸売業,,E02578,347580000,卸売業,機械金属商社,東証,データなし,100,"32,759,200",http://www.djk.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04 14:00,"1Q: 2025/08/01
2Q: 2025/11/06
3Q: 2025/02/04
通期: 2025/05/09",商社,東証ﾌﾟﾗｲﾑ,
8060,ｷﾔﾉﾝMJ,キヤノンマーケティングジャパン,キヤノンＭＪ,ｷﾔﾉﾝﾏｰｹﾃｨﾝｸﾞｼﾞｬﾊﾟﾝ,CANON MARKETING JAPAN INC.,CANON MJ,電化製品卸売業,"キヤノンマーケティングジャパン
キヤノテック
アルゴ２１
キヤノン・エヌ・ティー・シー
アルゴ二十一
キヤノン販売
キヤノンソフトウェア
アルゴテクノス二十一
昭和情報機器
日本タイプライター",E02644,324360000,卸売業,機械金属商社,東証,データなし,100,"111,079,972",http://canon.jp/,12/末,6/末 12/末,本連: 2026/01/28 15:00,"1Q: 2025/04/23
2Q: 2025/07/23
3Q: 2025/10/24
通期: 2025/01/29",商社,東証ﾌﾟﾗｲﾑ,JPX日経400 日経500平均
8061,西華産,西華産業,西華産,ｾｲｶｻﾝｷﾞｮｳ,SEIKA CORP.,SEIKA,卸売業,,E02512,341420000,卸売業,機械金属商社,東証,データなし,100,"36,961,950",http://www.seika.com/,3/末,9/末 3/末,3Q連: 2026/02/12 14:00,"1Q: 2025/08/07
2Q: 2025/11/07
3Q: 2025/02/13
通期: 2025/05/12",商社,東証ﾌﾟﾗｲﾑ,
8065,佐藤商,佐藤商事,佐藤商,ｻﾄｳｼｮｳｼﾞ,SATO SHO-JI CORP.,SATOSHO,卸売業,,E02535,332200000,卸売業,機械金属商社,東証,データなし,100,"21,799,050",http://www.satoshoji.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/04 13:00,"1Q: 2025/07/31
2Q: 2025/11/06
3Q: 2025/02/04
通期: 2025/05/08",商社,東証ﾌﾟﾗｲﾑ,
8066,三谷商,三谷商事,三谷商,ﾐﾀﾆｼｮｳｼﾞ,MITANI CORP.,MITANI,卸売業,,E02602,388680000,卸売業,建材商社,東証,(00/ 2/15),100,"91,000,000",http://www.mitani-corp.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8070,東京産,東京産業,東京産,ﾄｳｷｮｳｻﾝｷﾞｮｳ,"TOKYO SANGYO CO., LTD.",TKO-SG,卸売業,,E02527,357660000,卸売業,機械金属商社,東証,データなし,100,"28,678,486",http://www.tscom.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/14
2Q: 2025/11/14
3Q: 2025/02/14
通期: 2025/05/15",商社,東証ﾌﾟﾗｲﾑ,
8074,ﾕｱｻ商,ユアサ商事,ユアサ商,ﾕｱｻｼｮｳｼﾞ,"YUASA TRADING CO., LTD.",YUASATD,卸売業,"ＹＵＡＳＡ
国興
ユアサ商事",E02525,394520000,卸売業,機械金属商社,東証,データなし,100,"22,100,000",http://www.yuasa.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13 15:00,"1Q: 2025/08/08
2Q: 2025/11/14
3Q: 2025/02/13
通期: 2025/05/09",商社,東証ﾌﾟﾗｲﾑ,
8075,神鋼商,神鋼商事,神鋼商,ｼﾝｺｳｼｮｳｼﾞ,SHINSHO CORP.,SHINSHO,卸売業,,E02522,337400000,卸売業,機械金属商社,東証,データなし,100,"26,581,686",http://www.shinsho.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 12:00,"1Q: 2025/08/07
2Q: 2025/11/06
3Q: 2025/02/05
通期: 2025/05/08",商社,東証ﾌﾟﾗｲﾑ,
8076,ｶﾉｰｸｽ,カノークス,カノークス,ｶﾉｰｸｽ,CANOX CORP.,CANOX,スチール,,E02561,321820000,卸売業,機械金属商社,東証,(22/11/21),100,"11,103,500",http://www.canox.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 14:00,"1Q: 2025/07/29
2Q: 2025/10/31
3Q: 2025/01/28
通期: 2025/04/25",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ 名証ﾒｲﾝ,
8077,トルク,トルク,トルク,ﾄﾙｸ,TORQ INC.,TORQ,卸売業,,E02570,330100000,卸売業,機械金属商社,東証,(13/ 7/16),100,"28,007,448",https://www.torq.co.jp/,10/末,4/末 10/末,,"1Q: 2025/03/14
2Q: 2025/06/13
3Q: 2025/09/12
通期: 2025/12/12",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
8078,阪和興,阪和興業,阪和興,ﾊﾝﾜｺｳｷﾞｮｳ,"HANWA CO., LTD.",HANWA,卸売業,,E02554,377780000,卸売業,機械金属商社,東証,データなし,100,"42,332,640",http://www.hanwa.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/06 13:00,"1Q: 2025/08/07
2Q: 2025/11/07
3Q: 2025/02/07
通期: 2025/05/09",商社,東証ﾌﾟﾗｲﾑ,JPX日経400
8079,正栄食,正栄食品工業,正栄食,ｼｮｳｴｲｼｮｸﾋﾝｺｳｷﾞｮｳ,SHOEI FOODS CORP.,SHOFOOD,製菓業,,E02681,336120000,卸売業,食品商社,東証,データなし,100,"17,100,000",http://www.shoeifoods.co.jp/,10/末,4/末 10/末,,"1Q: 2025/03/14
2Q: 2025/06/13
3Q: 2025/09/12
通期: 2025/12/12",商社,東証ﾌﾟﾗｲﾑ,
8081,カナデン,カナデン,カナデン,ｶﾅﾃﾞﾝ,KANADEN CORP.,KANADEN,卸売業,,E02580,321500000,卸売業,電機関連商社,東証,データなし,100,"22,500,000",http://www.kanaden.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/02 15:00,"1Q: 2025/07/30
2Q: 2025/11/04
3Q: 2025/02/03
通期: 2025/05/16",商社,東証ﾌﾟﾗｲﾑ,
8084,RYODEN,ＲＹＯＤＥＮ,ＲＹＯＤＥＮ,ﾘｮｳﾃﾞﾝ,RYODEN CORP.,RYODEN,電化製品卸売業,,E02518,397620000,卸売業,電機関連商社,東証,データなし,100,"21,612,037",https://www.ryoden.co.jp/,3/末,9/末 3/末,3Q連: 2026/01/30 16:00,"1Q: 2025/07/31
2Q: 2025/10/31
3Q: 2025/01/31
通期: 2025/05/09",商社,東証ﾌﾟﾗｲﾑ,
8085,ナラサキ,ナラサキ産業,ナラサキ,ﾅﾗｻｷｻﾝｷﾞｮｳ,"NARASAKI SANGYO CO., LTD.",NARASKI,卸売業,,E02579,365180000,卸売業,機械金属商社,東証,データなし,100,"5,325,600",http://www.narasaki.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 13:00,"1Q: 2025/08/05
2Q: 2025/11/11
3Q: 2025/02/12
通期: 2025/05/13",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ 札証,
8086,ニプロ,ニプロ,ニプロ,ﾆﾌﾟﾛ,NIPRO CORP.,NIPRO,薬品卸売業,"細胞科学研究
ニプロ
ニッショー",E02688,367360000,精密機器,計器・その他,東証,(96/12/25),100,"171,459,479",http://www.nipro.co.jp,3/末,9/末 3/末,3Q連: 2026/02/09 15:00,"1Q: 2025/08/08
2Q: 2025/11/10
3Q: 2025/02/07
通期: 2025/05/12",精密機器,東証ﾌﾟﾗｲﾑ,日経500平均
8088,岩谷産,岩谷産業,岩谷産,ｲﾜﾀﾆｻﾝｷﾞｮｳ,IWATANI CORP.,IWATANI,卸売業,"岩谷瓦斯
岩谷産業",E02567,315160000,卸売業,その他商社,東証,データなし,100,"234,246,596",http://www.iwatani.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/10 16:00,"1Q: 2025/08/08
2Q: 2025/11/11
3Q: 2025/02/13
通期: 2025/05/14",商社,東証ﾌﾟﾗｲﾑ,JPX日経400 日経300 日経500平均
8089,ナイス,ナイス,ナイス,ﾅｲｽ,NICE CORP.,NICE,卸売業,,E02584,364130000,卸売業,建材商社,東証,データなし,100,"12,247,639",https://www.nice.co.jp/,3/末,9/末 3/末,3Q連: 2026/02/13,"1Q: 2025/08/08
2Q: 2025/11/13
3Q: 2025/02/13
通期: 2025/05/14",商社,東証ｽﾀﾝﾀﾞｰﾄﾞ,
